id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
WHrydbus,True,1500150000000.0,1500150000000.0,94,resign,black,10+0,aeilnrst,1945,hubertw,1901,d4 Nf6 Nf3 g6 c4 c5 d5 b5 Nc3 b4 Nb1 d6 Nbd2 Bg7 e4 O-O Be2 a5 O-O a4 Qc2 Bg4 Rd1 Nbd7 h3 Bxf3 Bxf3 Ne5 Be2 Ne8 Nf3 Nxf3+ Bxf3 f5 Bg5 a3 Bc1 fxe4 Bxe4 Nf6 Bf3 Nd7 Rb1 axb2 Bxb2 Bxb2 Qxb2 Ne5 Be2 Ra3 Qc2 Rc3 Qe4 Rf6 f4 Nd7 Rb3 Rxb3 axb3 Qf8 Rf1 Kg7 Bg4 Ne5 Be6 Nf7 g3 Nd8 Bg4 Nf7 Re1 Kh6 Qxe7 Nh8 Qxf8+ Rxf8 Re6 Ra8 Rxd6 Ra1+ Kf2 Nf7 Rc6 Rb1 Rxc5 Rxb3 Be2 Nd6 Bf3 Rc3 g4 b3 Ra5 b2,E60,King's Indian Defense: Normal Variation |  King's Knight Variation,5
msPjCJSh,True,1399660422367.0,1399661172927.0,77,mate,white,5+5,ozil17,1476,alexandr_b,1452,c4 e6 d3 Bb4+ Bd2 c5 a3 Ba5 Bxa5 Qxa5+ Qd2 Qb6 Nc3 Nc6 Nf3 d5 cxd5 exd5 Nxd5 Qd8 Nc3 Nge7 g3 O-O Bg2 Bg4 O-O Qd7 Ne4 h6 Nxc5 Qf5 Ne4 Rad8 Rac1 Rfe8 Rc5 Qd7 Ne5 Nxe5 Rxe5 Nc6 Rxe8+ Rxe8 f3 Bh3 Nc5 Qc8 g4 Bxg2 Kxg2 Nd4 Ne4 f5 Nd6 Rxe2+ Qxe2 Nxe2 Nxc8 Nd4 Nxa7 Nc2 Rc1 Ne3+ Kf2 f4 Rc8+ Kh7 Rc7 b6 Rb7 Kg6 Rxb6+ Kg5 Rb5+ Kh4 Rh5#,A13,English Opening: Agincourt Defense,2
WstI08cw,True,1487695851421.0,1487696495023.0,152,draw,draw,10+0,banga,1850,sugarmike,1974,f4 d5 d3 Nf6 Nf3 g6 e3 Bg4 Be2 Bg7 O-O O-O Ne5 Bxe2 Qxe2 Nbd7 Nc3 c6 Bd2 Qc7 Rac1 Nxe5 fxe5 Qxe5 d4 Qd6 e4 e5 exd5 exd4 Ne4 Qxd5 Nxf6+ Bxf6 Rxf6 Rfe8 Qf3 Qxf3 Rxf3 Re2 Bh6 Rae8 Rcf1 f5 g4 Rxc2 gxf5 Ree2 R3f2 Rxb2 fxg6 hxg6 Bg5 Rxf2 Rxf2 Rxf2 Kxf2 Kf7 Ke2 Ke6 Kd3 Kd5 Bd8 c5 a4 c4+ Kd2 Ke4 h4 a6 a5 c3+ Kc2 Ke3 Bg5+ Ke2 Bf4 Kf3 Bh6 Ke4 Bg5 Kd5 Kd3 Kc5 Be7+ Kd5 Bf6 c2 Kxc2 Kc4 Kd2 Kb5 Bd8 Kc4 Bb6 d3 Bc7 Kd4 Bf4 Kc4 Be3 Kb5 Kxd3 Kxa5 Bd2+ Ka4 Kc4 b5+ Kc3 Ka3 Bc1+ Ka4 Bb2 a5 Bc1 b4+ Kb2 Kb5 Be3 Kc4 Bd2 a4 Bc1 a3+ Ka2 Kc3 Bf4 Kc2 Be5 Kc1 Kb3 Kb1 Bd6 a2 Be5 a1=Q Bxa1 Kxa1 Kxb4 Kb2 Kc4 Kc2 Kd4 Kd2 Ke4 Ke2 Kf4 Kf2 Kg5 Kg3 Kxg6 Kxh4,A03,Bird Opening: Dutch Variation,2
Ym6IJMUJ,True,1503080000000.0,1503080000000.0,63,resign,white,10+0,janko111,1663,blazingdragon,1565,e4 c5 Bc4 d6 Nf3 Bg4 h3 Bh5 g4 Bxg4 hxg4 Qd7 d3 Qxg4 Rg1 Qd7 Nc3 Nf6 Bd2 Nc6 Ng5 e6 Bb5 a6 Ba4 b5 Bb3 Na5 a3 Nxb3 cxb3 b4 axb4 cxb4 Na4 h6 Nf3 d5 Ne5 Qd6 Bf4 g5 Bg3 Qd8 Nc6 Qd7 Ne5 Qd8 Qe2 dxe4 dxe4 Bg7 Rd1 Qc8 Kf1 Rb8 Kg2 Qb7 Nc5 Qc7 Ned7 Nxd7 Bxc7,B20,Sicilian Defense: Bowdler Attack,3
H2kDETrs,True,1418229977722.0,1418230292808.0,47,resign,white,3+12,stefanojack2,1703,i_am_mariam,1366,Nf3 d6 d4 e5 dxe5 dxe5 Qxd8+ Kxd8 Nxe5 Ke8 e4 f6 Ng4 Bxg4 Bc4 Nc6 O-O Bc5 Nc3 Nge7 Bd5 Nd4 Bxb7 Rb8 Ba6 Nxc2 Rb1 Na3 bxa3 Rxb1 Nxb1 Kf7 Nc3 Rd8 Nd5 Nxd5 exd5 Rxd5 Bc4 Be6 Bxd5 Bxd5 Rd1 Be4 Rd7+ Ke6 Rxc7,A04,Zukertort Opening: Vos Gambit,4
oAepUywF,True,1503780000000.0,1503780000000.0,18,mate,black,5+5,gabifdez,1452,blazingdragon,1549,Nf3 Nc6 d4 e6 e4 d5 e5 f6 exf6 Nxf6 c3 e5 dxe5 Qe7 Bg5 Nxe5 Nbd2 Nxf3#,A04,Zukertort Opening: Black Mustang Defense,2
mIkZ9jYq,True,1500162098253.0,1500163210644.0,120,outoftime,black,10+0,nico1990,1857,vitallii83,1938,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Be3 Bg7 Nc3 e6 Bc4 Nge7 O-O O-O Bb3 Ne5 h3 f5 f4 N5c6 e5 Nxd4 Bxd4 Nc6 Bc5 Rf7 Bd6 a6 a4 Bh6 Ne2 Qb6+ Kh1 Qe3 Rf3 Qb6 Qd2 Na5 Ba2 Qxb2 Rff1 Qb6 Rab1 Qd8 c4 Nc6 g3 b6 Qe3 Bb7 Kh2 b5 cxb5 axb5 Rxb5 Ba6 Rbb1 Qa5 Bb3 Bxe2 Qxe2 Nd4 Qd3 Nxb3 Qxb3 Qd2+ Kg1 Qd4+ Kg2 Qxa4 Qxa4 Rxa4 Rb8+ Kg7 Rfb1 g5 R1b4 Ra2+ Kf3 gxf4 gxf4 Ra3+ Rb3 Ra1 Rb1 Rxb1 Rxb1 Kg6 Rg1+ Kh5 Rg2 Rg7 Rxg7 Bxg7 Kg3 Bh6 Be7 Kg6 Bh4 Kf7 Bf6 Bf8 h4 d6 Bg5 dxe5 fxe5 Bc5 Kf4 Be7 Bf6 Bxf6 exf6 Kxf6 h5 e5+ Kf3 Kg5,B36,Sicilian Defense: Accelerated Dragon,8
WqZJJiL8,True,1480087922156.0,1480088247040.0,37,resign,white,5+10,omikulk,2146,tunisinov,1911,d4 Nf6 Nf3 d5 c4 e6 Bf4 b6 cxd5 Nxd5 Bg3 Bd6 e4 Bxg3 hxg3 Nf6 Nc3 Bb7 Bb5+ Nbd7 e5 Nd5 Rc1 O-O Qc2 h6 Nxd5 Bxd5 Qxc7 Qxc7 Rxc7 Nb8 Ke2 Bxa2 Ra1 Bd5 Raxa7,D02,Queen's Pawn Game: Symmetrical Variation,4
WCHGWqz0,True,1484940000000.0,1484940000000.0,61,resign,white,10+0,dkattir,1820,mansoor_k11,1621,d4 d5 c4 c6 Nc3 Nf6 Nf3 h6 Bf4 a6 Qb3 e6 e3 Be7 Be5 Nbd7 c5 b6 Na4 bxc5 Nxc5 Nxc5 dxc5 Bxc5 Rc1 Qe7 Bxf6 Qxf6 Rxc5 O-O Bd3 Bd7 O-O Rab8 Qc3 Qxc3 Rxc3 a5 b3 c5 Ne5 Bc8 Rxc5 f6 Ng6 Rd8 Ne7+ Kf7 Nxc8 Rbxc8 Rfc1 Rxc5 Rxc5 e5 Rxa5 d4 Ra7+ Ke6 e4 f5 Rxg7,D15,Slav Defense: Three Knights Variation,7
UzoQUASL,True,1489890000000.0,1489890000000.0,42,outoftime,black,10+0,fabio71,1572,potatietots,1544,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nf6 Bc4 e6 Nf3 Nc6 O-O Bd6 Re1 O-O Bg5 h6 Bh4 Re8 Ne4 Be7 Ne5 Nxe5 dxe5 Nxe4 Bxe7 Qxe7 Rxe4 Rd8 Qf3 b6 Rg4 Bd7 Qg3 g5 h4 Kf8 hxg5 h5 Rh4 b5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
rl1OhAf6,True,1488680000000.0,1488680000000.0,114,resign,black,20+0,kevchod,1424,lostrano,1431,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Na5 Nxe5 Nxc4 Nxc4 d6 O-O Be7 Nc3 O-O Re1 Be6 Na5 c5 Nxb7 Qc7 Nxd6 Bxd6 e5 Bxe5 h3 Bh2+ Kf1 Rfe8 Nb5 Qb6 c4 a6 Nc3 h6 Ne4 Nxe4 Rxe4 Qb7 Qh5 Qd7 Re3 Bf4 Rf3 Bxc1 Rxc1 Rab8 b3 a5 Re1 Qd6 g4 Kh7 g5 g6 Qh4 h5 Rfe3 Qd7 f4 Bxh3+ Rxh3 Rxe1+ Qxe1 Re8 Qg3 Qc7 Qh4 Qe7 Rh2 Qd6 Re2 Rxe2 Kxe2 Qe6+ Kf3 Qc6+ Kg3 Qd7 Qh1 Qxd3+ Kh4 Qe3 Qg2 Qxf4+ Kh3 Qf5+ Kh2 Qe5+ Qg3 Qe2+ Qg2 Qe5+ Qg3 Qxg3+ Kxg3 Kg7 Kf4 f6 gxf6+ Kxf6 Kg3 Kf5 Kh4 g5+ Kxh5 g4 Kh4 Kf4 a3 g3 Kh3 Kf3,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
9xlp4XvI,True,1474710000000.0,1474710000000.0,7,resign,white,5+8,minelkayra,1329,om1665061,1215,e4 e5 Qh5 g6 Qxe5+ Be7 Qxh8,C20,King's Pawn Game: Wayward Queen Attack,3
a4H6650x,True,1447690000000.0,1447700000000.0,145,mate,white,15+10,apis11,1936,hoxhound,1938,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Nf3 Bf5 Bd3 Bg4 O-O e6 Bd2 c6 Ne4 Qc7 h3 Bh5 Nxf6+ gxf6 g3 Nd7 Bf4 Bd6 Bxd6 Qxd6 c3 f5 Kg2 O-O-O Qa4 Kb8 Nd2 Rhg8 Nc4 Qd5+ Kh2 Rg7 Ne3 Qf3 Qd1 Rxg3 fxg3 Qxe3 Qxh5 Qxd3 Rf2 Nf6 Rd1 Qa6 Qxf7 Ne4 Qe7 Rg8 Rg2 Nxg3 Qd6+ Ka8 Rdg1 Nf1+ Rxf1 Rxg2+ Kxg2 Qe2+ Rf2 Qe4+ Kh2 a5 Qd8+ Ka7 Qxa5+ Kb8 Qe5+ Qxe5+ dxe5 Kc7 Kg3 Kb6 b4 Kb5 Kh4 Kc4 Rf3 c5 a3 cxb4 axb4 Kd5 Kg5 Kxe5 Re3+ Kd5 Kf6 f4 Rxe6 f3 Re5+ Kc4 Rf5 Kxc3 Rxf3+ Kxb4 Kg7 Ka4 Kxh7 b5 Kg6 b4 Rf4 Ka3 Rxb4 Kxb4 h4 Kc5 h5 Kd6 h6 Ke7 h7 Kf8 h8=Q+ Ke7 Qe5+ Kd7 Qf6 Kc7 Qe6 Kb7 Qd6 Ka7 Qc6 Kb8 Qd7 Ka8 Kf6 Kb8 Ke6 Ka8 Kd6 Kb8 Kc6 Ka8 Qb7#,B01,Scandinavian Defense: Classical Variation,10
AqwvrPcb,True,1495330000000.0,1495330000000.0,47,mate,white,10+0,lrgilbert,1245,masterzyd,1284,d4 Nc6 c4 e5 d5 Nd4 Nc3 d6 f4 Bf5 e4 Bg6 f5 Bxf5 exf5 Nxf5 Bd3 Nfh6 Nf3 Qf6 Rf1 Qe7 Bg5 f6 Qa4+ c6 Be3 O-O-O dxc6 b6 Qa6+ Kb8 Nb5 Rc8 Nxa7 Rc7 Bxb6 Rxa7 Bxa7+ Qxa7 Qb5+ Ka8 Be4 Qe3+ Kd1 Qxe4 Qb7#,A40,Mikenas Defense: Cannstatter Variation,6
f9gPeM93,True,1404594542563.0,1404595757111.0,138,outoftime,black,10+0,pabloandres,1650,docboss,1597,e4 e5 Nf3 Qf6 Nc3 c6 Bc4 h6 a3 d6 b4 Bg4 Be2 Bxf3 Bxf3 a6 Na4 Nd7 Nc3 Be7 O-O Bd8 Bb2 Bc7 Ne2 Ne7 d4 Ng6 Qd2 O-O Rad1 Rad8 Ng3 Nf4 Bg4 Nb6 Qc3 Rfe8 dxe5 dxe5 Qc5 Nc8 Nf5 h5 Bf3 Ne6 Qe3 Bb6 Qe2 Nf4 Qe1 g6 Ne3 Qg5 Nc4 Bc7 Bc1 Rxd1 Qxd1 Rd8 Qe1 Qf6 Qc3 g5 Bxf4 Qxf4 Bxh5 g4 Qe3 Kg7 Qxf4 exf4 Bxg4 Rd4 Nb2 Rxe4 Nd3 Rd4 Bxc8 f3 gxf3 b6 Bh3 Rh4 Kg2 f6 Re1 Kf7 Re4 Rh5 f4 f5 Re3 Rh4 Bxf5 Bxf4 Nxf4 Rxf4 Rf3 Rxf3 Kxf3 Kf6 Bd7 c5 bxc5 bxc5 h4 Kg6 Ke4 Kh5 Kd5 c4 Kxc4 Kxh4 Kd5 a5 c4 Kg5 c5 Kf6 c6 Ke7 c7 Kf8 c8=Q+ Kg7 Bf5 Kh6 Qh8+ Kg5 Be6 Kf4 Kd4 Kg5 Qg8+ Kh6 Bf5 Kh5,C40,King's Pawn Game: McConnell Defense,4
AeP7PnYb,True,1504348544074.0,1504349526456.0,113,outoftime,white,8+0,ivas_kirkorov,1822,e6d4,1992,e4 e5 Nf3 Nc6 Bc4 d6 d4 exd4 Nxd4 g6 Nxc6 bxc6 Qf3 Qf6 Qb3 Bg7 O-O Ne7 Nc3 O-O f4 Qd4+ Kh1 Bd7 Bd3 Rab8 Qa3 Be6 f5 Bc4 Ne2 Bxd3 Nxd4 Bxf1 Nf3 Be2 Ng1 Bh5 c3 gxf5 exf5 Nxf5 g4 Bxg4 Qxa7 Rbc8 Bf4 Ne7 h3 Be6 Qf2 Ng6 Bg3 Bd5+ Kh2 Rfe8 Re1 Ne5 Rf1 Re6 Qa7 Re7 Qb7 Ree8 Qa7 Bc4 Rc1 Nd3 Rb1 Nc5 b3 Bd3 Rc1 Bg6 b4 Ne4 h4 Nxg3 Kxg3 Be5+ Kg2 Be4+ Kh3 Bf5+ Kg2 Be4+ Nf3 Kh8 Re1 Rg8+ Kf2 Bg3+ Ke3 Bxe1 Kxe4 Rge8+ Kd3 Bg3 Qg1 Be5 a4 h6 a5 Bf4 Kc2 Re2+ Kb3 Re6 Nd4 Rg6 Qf1 Rf6 Qc4,C50,Italian Game,5
9YNAM9lR,True,1462258710782.0,1462258879431.0,13,resign,white,20+0,emate,1291,tanzim1,1368,e4 e5 Qh5 Nf6 Qf3 d6 Nh3 Nc6 Bc4 d5 exd5 Nxd5 Ng5,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
A7ywZFZL,False,1502920000000.0,1502920000000.0,17,resign,white,15+0,jim-in-texas-usa,1390,thelostunicorn,1339,d4 d5 e3 Nc6 Bd2 Bf5 c4 e6 c5 Qf6 b4 Nh6 h3 Qh4 Nf3 Qe4 Nc3,D00,Queen's Pawn Game #2,3
pHTvZrgH,False,1502638667949.0,1502639146497.0,73,resign,white,10+0,wilinski_28,1951,romanmutin,1475,d4 d5 c4 dxc4 e3 Bf5 Bxc4 Bxb1 Rxb1 Nf6 Nf3 Qd6 O-O Nh5 Bxf7+ Kxf7 Ne5+ Ke8 Qxh5+ g6 Qf3 Nd7 Nf7 Qf6 Qxf6 exf6 Nxh8 Bg7 Nxg6 hxg6 b4 Nb6 Bd2 Nc4 Bc3 Rd8 a4 f5 Rbc1 b6 a5 b5 Rfe1 a6 h4 Kf7 Kh2 Bf8 Kg3 Bd6+ Kf3 Kf6 d5+ Ke7 g4 Ne5+ Bxe5 Bxe5 gxf5 Rxd5 fxg6 Bg7 Rxc7+ Rd7 Rxd7+ Kxd7 Rd1+ Ke6 Kg4 Kf6 Rd6+ Ke5 Rxa6,D20,Queen's Gambit Accepted: Old Variation,5
YsgbplVx,True,1504028520793.0,1504028757304.0,43,mate,white,7+2,todorowk,1521,fsek,1543,d4 d5 c4 dxc4 e4 e6 Nf3 c5 Bxc4 cxd4 Nxd4 e5 Nf3 Qxd1+ Kxd1 Bg4 Ke2 Nc6 Rd1 Nd4+ Ke3 Nc2+ Ke2 Nxa1 Nc3 Nc2 Bb5+ Ke7 h3 Bxf3+ gxf3 Kf6 h4 Nd4+ Ke3 Nxb5 Nxb5 Bc5+ Ke2 Ne7 b4 Bb6 Rd6#,D20,Queen's Gambit Accepted: Saduleto Variation,5
K1FdPQq3,True,1504435586409.0,1504436052216.0,104,mate,black,10+0,nik05master,1716,tanjerry,1972,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Nc6 Be3 Bg7 Nc3 Nf6 f3 d6 Be2 Qb6 Qc1 Qc7 Nxc6 bxc6 Bh6 O-O Bxg7 Kxg7 Qe3 Rb8 O-O-O Qb6 Qxb6 Rxb6 g4 Be6 h4 h5 gxh5 Nxh5 Rhg1 Rfb8 b3 Kh7 Rdf1 Bh3 Rf2 Nf4 a4 d5 exd5 cxd5 Rd1 e6 a5 Rc6 Nb5 a6 Nd4 Rd6 c3 e5 Rh2 exd4 Rxd4 Nxe2+ Rxe2 Rxb3 Re7 Kg7 Re3 Bf5 Kd2 Rb2+ Kc1 Rc2+ Kd1 Rc6 Rxd5 R2xc3 Rxc3 Rxc3 Rd6 Rxf3 Rxa6 Ra3 Ra8 Ra2 a6 Be4 Ra7 Bf3+ Ke1 Kf6 Kf1 Bd5 Kg1 Be6 Kf1 g5 Kg1 gxh4 Kh1 h3 Kg1 h2+ Kh1 Bd5#,B76,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Belezky Line,14
JyrGQfgo,False,1408291012343.0,1408291572487.0,41,resign,black,180+180,franco47,1202,prana_iiyama,1009,d4 c6 Nf3 d5 Nc3 Bg4 h3 Bxf3 gxf3 e6 e4 f6 Bg2 f5 Bf4 Ne7 Bxb8 Rxb8 Qd2 Ng6 O-O-O dxe4 fxe4 c5 d5 Bd6 exf5 exf5 Rhg1 O-O Bf3 Ne5 Qg5 Qxg5+ Rxg5 Nxf3 Rg3 Nd4 Rf3 Nxf3 Rf1,A40,Queen's Pawn,1
tyVpE6fx,True,1478140000000.0,1478140000000.0,57,outoftime,white,10+0,siindbad,2016,miguelhermoz,1839,Nf3 c6 e4 d5 Nc3 dxe4 Nxe4 Bg4 h3 Bh5 Ng3 Bxf3 Qxf3 Nd7 d4 Ngf6 Bd3 e6 O-O Be7 b3 Nb6 Ne2 Qd5 Qg3 O-O-O c4 Qd7 a4 Nh5 Qf3 g6 a5 Na8 g4 Nf6 a6 b6 b4 h5 g5 Nh7 Be4 Bxg5 Bxc6 Qe7 Bxa8 Bxc1 Rfxc1 Ng5 Qg2 f5 c5 Kb8 cxb6 Rc8 bxa7+,B10,Caro-Kann Defense: Two Knights Attack,5
s5QHBuI5,True,1501850301332.0,1501852100283.0,98,draw,draw,25+8,vladimirsunrise,1557,basakcesur,1823,e4 e5 Bc4 Nf6 d3 Bc5 Bg5 h6 Bh4 g5 Bg3 d6 Qf3 Be6 Bxe6 fxe6 h3 O-O Qe2 Nc6 c3 d5 Nf3 dxe4 dxe4 Qd6 Nbd2 Rad8 O-O-O g4 Nc4 gxf3 Qxf3 Qe7 Bxe5 Nxe5 Nxe5 Rxd1+ Rxd1 Nh7 Qh5 Qg5+ Qxg5+ Nxg5 Nd7 Rxf2 Nxc5 Rxg2 e5 Re2 h4 Nf7 Nxe6 Rxe5 Nxc7 Re7 Rg1+ Kh7 Nd5 Re6 h5 Ng5 c4 Rc6 b3 b5 Rg4 bxc4 Rxc4 Rxc4+ bxc4 Ne4 Kc2 Ng3 Nf4 Kg7 c5 Kf7 Kb3 Ke7 Kb4 Kd7 Kb5 Kc7 a4 Nxh5 Nxh5 a6+ Kxa6 Kc6 Ng7 Kxc5 a5 Kc6 Ka7 Kc7 Ka6 Kc6,C24,Bishop's Opening: Berlin Defense,4
DuvE9ovK,True,1501587396977.0,1501587675696.0,42,resign,black,15+0,yyo,1694,sarthakmanna,1771,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 h3 d6 Nc3 Be6 Nd5 Nd4 Nxf6+ Qxf6 Bxe6 fxe6 Nxd4 exd4 Bd2 O-O Qe2 d5 e5 Qg6 O-O-O a5 a4 c6 h4 h6 h5 Qe8 g4 b5 b3 Ba3+ Kb1 bxa4 bxa4 Qb8+,C50,Italian Game: Giuoco Pianissimo |  Normal,8
IJ50Mc4n,True,1496340000000.0,1496340000000.0,25,mate,white,10+0,hasan_al-banna,1432,kreatonn,1456,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke6 Nc3 Nb4 a3 Nxc2+ Kd1 Nxa1 Bxd5+ Ke7 Qf7+ Kd6 Ne4#,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11
x1qmVHkC,True,1452930000000.0,1452930000000.0,100,draw,draw,20+0,ivanbus,1289,erdemb,1372,e4 e5 Nf3 d6 d4 Nc6 Bb5 a6 Bxc6+ bxc6 dxe5 Bg4 h3 Bxf3 Qxf3 dxe5 Qc3 Bd6 Qxc6+ Kf8 O-O Ne7 Qc4 h5 Nc3 a5 Nd5 c6 Nxe7 Kxe7 Qxc6 Rc8 Qa4 Re8 Rd1 Kf8 Bd2 Re6 Qxa5 Qxa5 Bxa5 Rxc2 Rd2 Rxd2 Bxd2 g6 g4 hxg4 hxg4 f5 gxf5 gxf5 exf5 Rf6 f4 Rxf5 fxe5 Bxe5 Rf1 Bd4+ Kg2 Rxf1 Kxf1 Bxb2 Bh6+ Kf7 Ke2 Ke6 Kd3 Kd5 Bf8 Kc6 a4 Kb7 Kc4 Ka6 Kb3 Ka5 Bb4+ Ka6 Kxb2 Kb6 a5+ Ka6 Kb3 Kb5 Bc3 Ka6 Kb4 Kb7 Kb5 Ka7 a6 Ka8 Bd4 Kb8 a7+ Ka8 Be5 Kxa7,C41,Philidor Defense,5
0dQXmTab,True,1503709903216.0,1503712294010.0,67,outoftime,white,15+15,calvelame,1351,azomio,1424,e4 d6 Bc4 f5 Qf3 g6 Nh3 Nf6 Ng5 Qd7 Be6 Qa4 Bxc8 Nxe4 Nxe4 fxe4 Qg4 a6 Bd7+ Qxd7 Qxe4 d5 Qd4 Qe6+ Kf1 Rg8 Kg1 Nc6 Qe3 Qf5 Nc3 Rd8 b4 Qxc2 Ba3 Bg7 Rc1 Qf5 Re1 d4 Qe2 dxc3 dxc3 b5 g3 Bxc3 Rc1 Nd4 Qe3 Bxb4 Bxb4 Rd7 Rd1 c5 Ba5 Qg4 Qe5 Nc6 Qa1 Rxd1+ Qxd1 Qxd1+ Kg2 Qd5+ f3 Nxa5 Rc1,B07,Pirc Defense #4,2
MB9KTXzY,False,1394200316274.0,1394200736972.0,75,mate,white,7+2,rodolfos,1300,axes,1375,e4 e5 Nf3 Bc5 Nc3 d6 Bc4 c6 d3 b5 Bb3 b4 Ne2 Ba6 Ng3 Nf6 Ng5 O-O Bxf7+ Kh8 Bb3 h6 Nf7+ Kg8 Nxd8+ Kh8 Ne6 Rfe8 Nxc5 dxc5 O-O Nbd7 Nh5 Nb6 Nxf6 gxf6 Bxh6 c4 dxc4 Bxc4 Bxc4 Nxc4 b3 Nb2 Qh5 Red8 Bc1+ Kg7 Bxb2 Rdh8 Qg4+ Kf7 Qf3 Rh6 Bxe5 Rah8 Bg3 a5 Bf4 Rg6 Be5 Rhg8 Bg3 c5 Rad1 a4 bxa4 c4 Rd7+ Ke8 Ra7 b3 e5 bxc2 Qa8#,C40,King's Pawn Game: Busch-Gass Gambit,4
SIqL7Mu5,True,1482580806021.0,1482581371410.0,57,resign,white,30+0,verylongusername,2140,nofunmybabe,2218,e4 c6 d4 d5 exd5 cxd5 c4 e6 Nf3 Nf6 Nc3 Bb4 cxd5 Nxd5 Bd2 Nc6 Bd3 O-O O-O Be7 Qb3 Ncb4 Nxd5 Nxd5 a3 b6 Be4 Bb7 Rac1 Rc8 Rxc8 Qxc8 Rc1 Qa8 Ne5 Rc8 Rxc8+ Qxc8 Qf3 Bf6 Qh3 g6 Nxf7 Kxf7 Qxh7+ Ke8 Qxg6+ Ke7 Bxd5 Bxd5 Bb4+ Kd7 Qf7+ Kc6 Qxf6 Kb7 Bc3,E54,Nimzo-Indian Defense: Panov Attack |  Main Line,12
z5wDecrp,True,1501857973230.0,1501859476504.0,113,resign,white,15+0,vve_jouzi,1989,gjdgjdfj,1770,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be2 e6 O-O Be7 Kh1 Nbd7 Be3 O-O a3 Qc7 Rc1 b5 f3 Bb7 Na2 Rac8 c4 bxc4 Rxc4 Qb8 Qd2 Ne5 Rxc8 Rxc8 Rc1 d5 Bf4 Bd6 Rxc8+ Qxc8 exd5 Nxd5 Bg3 Qd7 Nc3 Nb6 Nb3 Nec4 Qd4 Bxg3 Qxd7 Nxd7 Bxc4 Be5 Nd1 Nb6 Nd2 Bf6 b3 Nxc4 Nxc4 Bd4 h3 f5 Kh2 f4 Ndb2 Kf8 Nd3 Ke7 Nxf4 e5 Nd3 Bd5 Kg3 Bxc4 bxc4 Ke6 Kg4 a5 a4 Kf6 h4 g6 Kh3 h5 g4 Ke6 Kg2 Kf6 Kf1 Ke6 Ke2 hxg4 fxg4 e4 Nf4+ Kf6 Nd5+ Ke5 Kf1 Kd6 Nf4 g5 hxg5 Kc5 Ne6+ Kxc4 Nxd4 Kxd4 g6 Kd3 Ke1,B84,Sicilian Defense: Scheveningen Variation |  Classical Variation,12
3Jz2vBHB,True,1486960000000.0,1486960000000.0,42,resign,black,10+0,jdy,1058,argrishin,1249,e4 d5 d3 dxe4 dxe4 c5 Qxd8+ Kxd8 Bf4 b6 Nc3 Bb7 Rd1+ Nd7 Bb5 Nf6 Nf3 a6 Bc4 e6 O-O b5 Nxb5 axb5 Bxb5 Rxa2 Rb1 Bxe4 Ng5 Bg6 Rfd1 h6 Nxf7+ Bxf7 Rxd7+ Nxd7 c4 Bg6 Rd1 Bd6 Rxd6 Ra1+,B01,Scandinavian Defense,2
OMcc1hiD,True,1500940000000.0,1500950000000.0,86,mate,black,10+0,thehutchtouch,1853,ridamo,1778,d4 e6 Bf4 d5 e3 c5 c3 Nc6 Bd3 Qb6 Qb3 c4 Qxb6 axb6 Bc2 b5 Nd2 Nf6 Ne2 Nh5 Bg3 f5 Nf4 Nxg3 hxg3 g5 Ne2 h5 g4 h4 gxf5 exf5 a3 Bd7 b3 Rxa3 Rxa3 Bxa3 bxc4 bxc4 O-O Bd6 Rb1 Nd8 Rb6 Be7 f3 O-O e4 fxe4 fxe4 dxe4 Bxe4 Bc6 Bxc6 bxc6 Nxc4 g4 Ne5 g3 Nxc6 Nxc6 Rxc6 Rf2 Nc1 Rc2 Nd3 Ra2 Kf1 Kg7 Rc7 Kf6 Nf4 Kf5 Rxe7 Kxf4 Rf7+ Ke3 Rf3+ Ke4 Rf8 Rc2 Rc8 Kd3 d5 Rc1#,A40,Horwitz Defense,2
